,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,723.3345179865264,716.8061749053252,711.4550300012804,707.1326631649566,703.7155275914621,701.0891130376237,699.1333870379682,697.7103778549174,696.6629406178309,695.8374828000132,695.1170537308711,694.4550444567622,693.9048089263986,693.6278302857831,693.8779639417179,694.9731752880417,697.2558689419899,701.0491815624754,706.620979734442,714.1510647092983,723.7006682882591,735.1909260506081,748.3856011505572,762.880049979909,778.1084765119674,793.3677964599908,807.8578876071086,820.7448357803374,831.2350497440916,838.6473605244108,842.4837304437524,842.4837304437513,838.647360524407,831.2350497440865,820.7448357803314,807.8578876071015,793.3677964599827,778.1084765119591,762.8800499799012,748.3856011505511,735.190926050604,723.700668288257,714.1510647092982,706.6209797344441,701.0491815624794,697.255868941996,694.9731752880509,693.8779639417294,693.627830285796,693.9048089264126,694.4550444567775,695.1170537308878,695.8374828000314,696.6629406178507,697.7103778549387,699.1333870379905,701.0891130376478,703.715527591488,707.1326631649843,711.4550300013095,716.8061749053551,723.3345179865569,731.1786377487166
1,724.0392592392959,717.7969625254358,712.6536666461141,708.4681614850249,705.1276338180858,702.5313520104618,700.5753900767337,699.1388970876383,698.0806965541348,697.2595266731661,696.5652899552655,695.9520311195239,695.4682348736793,695.2668382101559,695.5914657416338,696.7497801335409,699.0750553383336,702.883111958871,708.4366892007037,715.91326228443,725.374953726414,736.7471166400809,749.8011055782146,764.1424761920954,779.2166429704289,794.3313385342266,808.6953192339276,821.4801119585853,831.8944445082409,839.2575788581458,843.0702599834746,843.0702599834729,839.2575788581426,831.894444508236,821.4801119585793,808.6953192339206,794.3313385342185,779.2166429704206,764.1424761920877,749.8011055782086,736.7471166400769,725.374953726412,715.91326228443,708.436689200706,702.8831119588754,699.0750553383401,696.7497801335502,695.5914657416456,695.2668382101689,695.4682348736933,695.9520311195394,696.5652899552824,697.2595266731846,698.0806965541545,699.1388970876594,700.5753900767562,702.531352010486,705.1276338181118,708.4681614850524,712.653666646143,717.7969625254656,724.0392592393266,731.517237425357
2,724.7800024041675,718.8419334507307,713.9238405935288,709.8915952467732,706.6424701021,704.0885391630973,702.1408900082754,700.6950354176869,699.6255676795199,698.8039104262693,698.1277702833852,697.5530541960356,697.1243947575741,696.9869862864891,697.3747257990849,698.5851078869151,700.9424130266862,704.7553663253585,710.2817168279562,717.696963672312,727.0646889679716,738.3149274455783,751.2273094016083,765.4184913868554,780.3454978084106,795.3268781965041,809.5798968840589,822.2797419901963,832.6345874107855,839.9616364483794,843.7581672860408,843.7581672860393,839.961636448376,832.6345874107808,822.2797419901901,809.579896884052,795.3268781964964,780.3454978084029,765.4184913868481,751.2273094016026,738.3149274455751,727.0646889679698,717.6969636723123,710.2817168279588,704.7553663253632,700.942413026693,698.5851078869248,697.3747257990967,696.9869862865023,697.1243947575884,697.5530541960513,698.1277702834025,698.803910426288,699.62556767954,700.695035417708,702.1408900082981,704.0885391631215,706.642470102126,709.8915952468009,713.9238405935579,718.8419334507607,724.780002404198,731.8723759301616
3,725.5558794125799,719.940755882925,715.2663911641777,711.4055020857024,708.2646752258241,705.7676826548478,703.8393764889263,702.3906999402634,701.3116770038167,700.4867024907402,699.8222601890709,699.2774890242745,698.894416643283,698.8114954617735,699.2535635178217,700.5081304037036,702.890483849974,706.7022839099534,712.196150791557,719.5454887980069,728.8154544870815,739.9407754884196,752.7093867272562,766.7495248691149,781.5302594377398,796.3809624568318,810.5275373320595,823.1487681655788,833.450867689299,840.7468660346028,844.5296300575411,844.5296300575397,840.7468660345994,833.4508676892942,823.1487681655731,810.5275373320528,796.3809624568242,781.5302594377324,766.7495248691079,752.709386727251,739.9407754884165,728.8154544870805,719.5454887980077,712.1961507915597,706.7022839099584,702.8904838499814,700.5081304037136,699.253563517834,698.8114954617871,698.8944166432975,699.2774890242904,699.8222601890884,700.4867024907592,701.311677003837,702.3906999402848,703.8393764889489,705.7676826548718,708.26467522585,711.4055020857302,715.2663911642065,719.9407558829549,725.5558794126105,732.2433742814897
4,726.3659501308936,721.0929820620779,716.6819859123567,713.0121879891096,709.9986065222521,707.5754938471413,705.680088519716,704.2376672721776,703.1532167610153,702.3243094085105,701.6671606609926,701.1456397474008,700.8006338989328,700.7650312978126,701.2554559842831,702.5497114034022,704.9539626698057,708.7626514638788,714.2229118532885,721.5054448267665,730.6765674389079,741.6752896751949,754.2971544334822,768.1817440510243,782.8105906867211,797.5240419008537,811.5568994762289,824.0928692437361,834.33736470741,841.5990100161524,845.3660468352958,845.3660468352947,841.5990100161491,834.3373647074059,824.0928692437308,811.5568994762226,797.5240419008471,782.8105906867144,768.1817440510182,754.2971544334777,741.6752896751923,730.6765674389073,721.505444826768,714.222911853292,708.7626514638846,704.9539626698137,702.5497114034126,701.2554559842958,700.7650312978267,700.8006338989481,701.1456397474172,701.6671606610105,702.3243094085296,703.1532167610357,704.2376672721991,705.6800885197392,707.5754938471655,709.998606522278,713.0121879891374,716.6819859123856,721.0929820621078,726.3659501309241,732.6295190877216
5,727.2091961445997,722.298030477971,718.1710872113085,714.7136750707114,711.8482658374953,709.5182869672053,707.6718846379534,706.2474218701433,705.1642484841859,704.3332319307242,703.6812094426032,703.1783547511783,702.8660780724148,702.8730359596888,703.408650431268,704.7414592863165,707.1682949182677,710.9760433178136,716.4058794519576,723.6248120148285,732.6993172215512,743.571922382258,756.0445713882949,769.7670364940894,784.2333808706289,798.7955550210519,812.6977564813116,825.1302645610051,835.3007502891048,842.5160147124571,846.2609927518398,846.260992751839,842.5160147124545,835.3007502891013,825.1302645610002,812.6977564813056,798.7955550210456,784.2333808706228,769.7670364940841,756.0445713882908,743.571922382256,732.6993172215512,723.6248120148307,716.4058794519616,710.9760433178196,707.168294918276,704.7414592863273,703.4086504312811,702.8730359597035,702.8660780724306,703.1783547511951,703.6812094426214,704.3332319307436,705.1642484842066,706.247421870165,707.6718846379765,709.5182869672295,711.8482658375215,714.7136750707393,718.1710872113377,722.2980304780009,727.2091961446303,733.0300625476051
6,728.0845148474001,723.5551690252697,719.7339207333365,716.5116521871208,713.8172289572092,711.6018811986621,709.8231118880936,708.4309872975074,707.3584866140445,706.5297923410042,705.8831446036951,705.3965983377637,705.1139214175288,705.1610129709306,705.7412375026754,707.1145312049707,709.5682159779633,713.3811010453076,718.7878957083352,725.9508014245456,734.9349060317852,745.6850988437607,758.0084040552027,771.562940546343,785.8544768182313,800.2474270529854,813.9967561183565,826.3011709878052,836.3739450571313,843.5242472868956,847.2370384878286,847.2370384878278,843.5242472868933,836.3739450571278,826.3011709878006,813.9967561183516,800.2474270529798,785.854476818226,771.5629405463386,758.0084040551993,745.6850988437594,734.9349060317861,725.950801424548,718.7878957083398,713.3811010453139,709.5682159779718,707.114531204982,705.741237502689,705.1610129709455,705.1139214175448,705.3965983377808,705.8831446037133,706.5297923410238,707.3584866140657,708.4309872975298,709.823111888117,711.6018811986867,713.8172289572353,716.5116521871489,719.7339207333656,723.5551690252995,728.0845148474309,733.4442225267287
7,728.9907139095917,724.8634992470803,721.3704460893493,718.4074288280228,715.9085794084986,713.8315071944214,712.1414768647577,710.79875604729,709.7490753575819,708.9298463644226,708.2913488680306,707.8210078236273,707.566907642052,707.6538107705172,708.2802510583751,709.6984684050572,712.1862987266941,716.0138198824955,721.4087214740578,728.5274611479721,737.431931454587,748.0677118720065,760.2456516819661,773.6304137983858,787.7377464651547,801.9446440398132,815.5187861406906,827.6700128093657,837.6205875807359,844.6862010964969,848.3557692229106,848.3557692229095,844.6862010964946,837.6205875807326,827.6700128093622,815.5187861406862,801.9446440398085,787.7377464651499,773.6304137983818,760.2456516819636,748.0677118720059,737.4319314545887,728.5274611479755,721.4087214740625,716.0138198825022,712.1862987267031,709.6984684050689,708.2802510583891,707.6538107705326,707.5669076420681,707.8210078236444,708.2913488680489,708.9298463644425,709.7490753576034,710.7987560473124,712.1414768647809,713.8315071944462,715.9085794085249,718.407428828051,721.3704460893788,724.8634992471102,728.990713909622,733.8711827256171
8,729.9265061945614,726.2219417920288,723.0803298690275,720.4018926906923,718.1248475449075,716.2117202766336,714.6339228523194,713.3603246842459,712.3483711750081,711.5484978649233,710.9234981842553,710.4714724075965,710.2468228586429,710.3749636506667,711.050872212997,712.5201770308893,715.0516217143401,718.905937694361,724.3030986514209,731.3931931085963,740.2333844234169,750.7678624904268,762.8098337248067,776.0292381423046,789.9501012927252,803.9610277233511,817.3435147393661,829.3214107048136,839.1296223895802,846.0941775801094,849.7113193677893,849.7113193677885,846.0941775801076,839.1296223895777,829.3214107048105,817.3435147393626,803.9610277233469,789.9501012927211,776.0292381423012,762.8098337248045,750.7678624904265,740.2333844234189,731.3931931085998,724.3030986514264,718.9059376943679,715.0516217143493,712.520177030901,711.0508722130113,710.3749636506824,710.2468228586592,710.471472407614,710.9234981842741,711.5484978649437,712.3483711750297,713.3603246842686,714.6339228523432,716.2117202766584,718.124847544934,720.4018926907206,723.0803298690572,726.2219417920588,729.9265061945922,734.3100929543951
9,730.8905051865692,727.6292231888908,724.862921292397,722.4954713142515,720.4679557245933,718.7463226394485,717.3065175570798,716.1243415146539,715.1677444567157,714.3998382671032,713.796241533355,713.3667724299161,713.1740688707664,713.3461631738501,714.07581963947,715.6031916491665,718.18874169818,722.0835781144658,727.4991151345307,734.5785683262552,743.3735260947518,753.8249203314317,765.7464146950043,778.8120967310649,792.5532973840294,806.3691602864463,819.5548245964237,831.3496606904212,841.0040553749914,847.8575848507053,851.4165367319468,851.4165367319459,847.8575848507035,841.0040553749891,831.3496606904184,819.5548245964204,806.3691602864429,792.5532973840261,778.8120967310624,765.746414695003,753.8249203314319,743.3735260947537,734.5785683262588,727.4991151345367,722.0835781144732,718.1887416981898,715.6031916491792,714.0758196394844,713.3461631738659,713.1740688707833,713.366772429934,713.7962415333743,714.3998382671239,715.1677444567376,716.1243415146766,717.3065175571036,718.7463226394735,720.4679557246199,722.4954713142798,724.8629212924264,727.6292231889208,730.8905051865999,734.7600695282797
